frame,id,class,confidence,x1,y1,x2,y2
1,,j,0.9348133206367493,999,752,1427,1397
2,683.0,j,0.9326468110084534,1020,753,1435,1399
3,683.0,j,0.9337739944458008,1021,753,1436,1399
4,683.0,j,0.9361319541931152,1013,754,1434,1399
5,683.0,j,0.9382215738296509,997,754,1430,1398
6,683.0,j,0.9337964057922363,971,755,1425,1397
7,683.0,j,0.9369736313819885,949,755,1425,1396
8,683.0,j,0.9356427788734436,933,756,1430,1395
9,683.0,j,0.9339433312416077,923,757,1436,1395
10,683.0,j,0.9374913573265076,901,756,1444,1396
11,683.0,j,0.9391791224479675,890,756,1447,1395
12,683.0,j,0.9400960803031921,886,756,1448,1395
13,683.0,j,0.9390537142753601,888,756,1449,1395
14,683.0,j,0.9378920793533325,898,756,1448,1393
15,683.0,j,0.9371734857559204,901,756,1446,1390
16,683.0,j,0.9394640326499939,903,755,1443,1388
17,683.0,j,0.9405280351638794,903,756,1442,1385
18,683.0,j,0.9405232667922974,900,756,1440,1374
19,683.0,j,0.9387499094009399,897,756,1439,1362
20,683.0,j,0.9374942779541016,896,757,1438,1350
21,683.0,j,0.9366516470909119,896,758,1438,1339
22,683.0,j,0.9357703924179077,894,758,1437,1335
23,683.0,j,0.9368430376052856,894,759,1438,1326
24,683.0,j,0.9373856782913208,894,760,1437,1317
25,683.0,j,0.9377808570861816,895,760,1437,1310
26,683.0,j,0.9367372989654541,897,760,1437,1306
27,683.0,j,0.9362679719924927,897,760,1437,1303
28,683.0,j,0.9367571473121643,898,760,1437,1300
29,683.0,j,0.9371835589408875,899,760,1437,1296
30,683.0,j,0.9376901388168335,901,760,1437,1292
31,683.0,j,0.9383708834648132,902,760,1437,1289
32,683.0,j,0.9380958676338196,902,760,1436,1288
33,683.0,j,0.9365822076797485,903,760,1435,1291
34,683.0,j,0.9364812970161438,904,763,1434,1291
35,683.0,j,0.9361226558685303,905,764,1434,1292
36,683.0,j,0.9357538819313049,906,767,1432,1297
37,683.0,j,0.9355291128158569,906,766,1433,1297
38,683.0,j,0.9358246922492981,906,765,1434,1297
39,683.0,j,0.9354157447814941,906,765,1434,1298
40,683.0,j,0.9354038238525391,907,766,1432,1301
41,683.0,j,0.9354329109191895,908,767,1432,1303
42,683.0,j,0.935192346572876,908,767,1432,1305
43,683.0,j,0.935371994972229,909,766,1432,1305
44,683.0,j,0.9357615113258362,910,766,1432,1306
45,683.0,j,0.9357927441596985,909,765,1431,1306
46,683.0,j,0.9357169270515442,910,765,1430,1306
47,683.0,j,0.9352437257766724,909,765,1429,1306
48,683.0,j,0.934658944606781,909,764,1428,1306
49,683.0,j,0.9342370629310608,909,763,1428,1306
50,683.0,j,0.934246838092804,909,762,1427,1306
51,683.0,j,0.9337263703346252,910,760,1427,1306
52,683.0,j,0.9330876469612122,911,758,1427,1306
53,683.0,j,0.9326273202896118,912,758,1426,1306
54,683.0,j,0.93231201171875,912,757,1426,1306
55,683.0,j,0.932070791721344,913,756,1427,1304
56,683.0,j,0.9322152733802795,914,755,1426,1303
57,683.0,j,0.9325616955757141,914,755,1426,1303
58,683.0,j,0.9317014813423157,913,755,1425,1303
59,683.0,j,0.9309581518173218,914,755,1425,1303
60,683.0,j,0.9314941763877869,914,755,1426,1303
61,683.0,j,0.93199622631073,913,754,1425,1303
62,683.0,j,0.9341213703155518,912,753,1425,1303
63,683.0,j,0.9344735145568848,912,752,1426,1303
64,683.0,j,0.9341097474098206,911,752,1426,1303
65,683.0,j,0.9340977668762207,910,752,1426,1304
